llm_quality,llm_seniority,llm_engagement,llm_decision_maker,llm_industry,llm_geography,llm_business_type,llm_company_fit,industry,companyindustry,companysize,companytype,languages,location,companylocation,companyfoundedon,summary,skills,jobtitle,engaged
65,Entry,0.5,0.3,Software Development,regional_hub,others,1,Internet,Software Development,2-10,Privately Held,"Anglais, Espagnol, Français","Lyon, Auvergne-Rhône-Alpes, France","Lyon, FR",2021.0,"Design Director & Co-founder of Beaucoup, interactive experience studio.
Branding. Website. Experience.

We create creative and cohesive experiences that meet our clients' needs.
We truly believe that every project is unique and should be tailor-made.","UI-UX Design, Web design, Illustrator",Design & Founder,1
40,Entry,0.5,0.4,Technology - Software,other,others,0,Information Technology & Services,,,,,France,,,"Democratize - Secure - Empower
access to data and digital services
#citizen #cybersecurity #dataprivacy","Business Strategy, Business Development, Management",CEO,1
80,Mid,0.8,0.7,IT Services and IT Consulting,international_hub,leaders,1,Information Technology & Services,IT Services and IT Consulting,1001-5000,Privately Held,"English, French, Hindi","Paris, Île-de-France, France","Issy-les-Moulineaux, FR",2001.0,"Technical Consultant transitioning into AI Product Management, with a strong background in full-stack development and Agile delivery. Specializing in guiding AI and tech projects from discovery to delivery, ensuring business goals align with product execution.

Highlights include:
- Lacoste Manhattan: Backlog management, user stories, Agile delivery for mobile e-commerce.
- Total Energies: EV charging platform – informed product decisions via user research.
- Gireve: Plug & Charge solution – roadmap execution and feature prioritization.

I combine technical know-how with product strategy to deliver AI-powered solutions, currently seeking hybrid or remote AI PM / Technical PM roles","Kanban, backlog management, user stories, sprint planning, Cloud platforms (GCP), Salesforce Commerce Cloud (SFCC)",Senior Technical Consultant,0
70,Entry,0.6,0.5,Advertising Services,international_hub,salespeople,1,Insurance,Advertising Services,2-10,Privately Held,"Anglais, Espagnol, Francais, Hébreu","Greater Paris Metropolitan Region, France","Paris, FR",2025.0,"Entrepreneur solidaire 💼 Investisseur social 💸 Immobilier responsable 🏡 Stratégie sociétale et environnementale 🌳

Mantra 🙏 : « Embrasse ta faiblesse, tache d'en faire une force »

Follow me 👇🏼
https://www.instagram.com/mordehai.atias/
https://www.facebook.com/mordehai.atias/","Art Direction, Brand Development, Brand Management",Digitalement Associé,0
35,Entry,0.35,0.3,Unknown,other,others,0,Public Relations & Communications,,,,"Anglais, Espagnol",France,,,"J'accompagne depuis 15 ans de nombreuses entreprises (grands groupes français et internationaux et startups), dans leur stratégie de communication presse. Je conseille les dirigeants et les accompagne pour élaborer et mettre en place la meilleure stratégie presse, en adéquation avec :
•	leurs intérêts pour répondre à leurs objectifs (business, levée de fonds, notoriété, croissance, recrutements, acquisition, etc.)
•	l’intérêt des journalistes : leur apporter une proposition de valeur différenciante et qualitative pour leur lectorat

Mon approche est qualitative et non pas mass-média. L'objectif : exercer une influence qualitative et positive sur le marché, en ciblant les médias et journalistes les plus pertinents, avec les bons messages et les bons outils, au moment le plus opportun. 

J’ai également développé et consolidé un réseau solide parmi les journalistes influents de la presse business, généraliste, innovation ainsi qu’en télé et radios que ce soit au niveau national ou régional.

Ayant travaillé au quotidien avec des interlocuteurs en charge des affaires publiques pour le compte de nombreux clients, je comprends parfaitement les enjeux d’une étroite collaboration et du partage d’informations qui sert les intérêts de notoriété auprès d’un public de décideurs composé de politiques et d’acteurs économiques.

Domaines de compétences
•	Experte des médias
•	Conseil en stratégie presse et mise en œuvre opérationnelle
•	Gestion de clients français et internationaux
•	Coaching en amont des interviews (presse, tv, radio)
•	Management d’équipes
•	Anticipation des crises et gestion de la communication de crise
•	Maîtrise de la médiatisation des levées de fonds
•	Création de notoriété de start-ups
•	Tribunes libres (rédaction – placement)
•	Médiatisation de salons 

Expertise sectorielle
•	Grand public & BtoB : Start-up, Finance, IT, IA, Transport/Automobile/Nouvelles mobilités, Tourisme, ONG.

Références clients
Finary, Alien Intelligence, Société.com, BOX, ONG Mercy Ships, Agence Hello Sunrise PR, Free2move, lePERMISLIBRE, Air Indemnité, Keenest, Cocolis, Alloccasions, UNITe, Groupe OCEA, Bornes Solutions, Vulog, izidore.com, Diversified, salon MIX.E, Karmen, Hello Charly, WeCount, TaxyMatch, Hyperloop Transportation Technologies, Symbio, Trainline, Cityscoot, Vélib' Métropole, Smoove, Smovengo, Indigo, Indigo weel, Streeteo, Salon Autonomy the Urban Mobility Summit, Taxis Bleus, Heppner, ADA, OuiHop', Apple, Amazon, Allianz Partners, Mondial Assistance, TripAdvisor, Sejourning, 


Anglais courant","Notoriété de la marque, Médias, Conseil en stratégie de communication | Maîtrise des relations presse",Directrice conseil en communication et relations presse - Fondatrice InsideOut,0
30,Entry,0.15,0.3,Unknown,other,others,0,Internet,,,,,"Bordeaux, Nouvelle-Aquitaine, France",,,"I’m a business-focused data analyst with 4+ years of experience transforming raw data into decisions.

My background bridges marketing, business intelligence, CRM operations, and lead generation - driven by a foundation in engineering and a Master’s in International Business.

I’ve worked on projects that:
• Increased conversion accuracy by 90% through data process improvements
• Delivered $1.2M+ in impact via lead funnel analysis and segmentation
• Reduced reporting time by 40% using Tableau dashboards
• Integrated Salesforce for unified pipeline reporting

Proficient in SQL, Tableau, Excel, Salesforce, and HubSpot, with a strong ability to build data-driven solutions and optimize performance metrics

Currently open to Data Analyst, Business Analyst, or CRM/RevOps Analyst roles—freelance or full-time.

📬 adanish1596@gmail.com | Based in France, open to remote work","SQL, Data Visulaization (Tableau), CRM Integration",,0
75,Mid,0.65,0.3,Civic and Social Organizations,international_hub,others,1,Computer Software,Civic and Social Organizations,11-50,Nonprofit,"Arabic, English, French, Turkish","Paris, Île-de-France, France",,2021.0,"Raziye Buse Çetin is an AI researcher, consultant and creative. Her work revolves around ethics, impact, and governance of AI systems. She advises a range of organisations on understanding AI’s social impact from an intersectional perspective and implementing AI & data ethics/policy tools and processes. Buse builds bridges among research, advocacy, policymaking and arts communities at the intersection of emerging tech and its societal impact. 

Buse launched various projects with academia, industry, civil society members, community organisers and artists across Europe and the US to mitigate the harms of AI technologies and to enable equitable technological futures. Buse is the co-founder of AI research, advocacy and art platform Dreaming Beyond AI. Buse was in 100 Brilliant Women in “AI Ethics 2020” list and #35under35 European Leaders by “Barcelona Centre for International Affairs”. Buse has been a TedX speaker and was featured on Forbes. 

Feel free to get in touch for full-time/part-time/freelance opportunities, particularly interested in providing expertise working with technical and non-technical teams building Responsible AI tools and systems.","Eğitim, Ekip Liderliği, Digital Curation",Head of Policy,0
40,Entry,0.4,0.2,Consulting,international_hub,others,0,Information Technology & Services,,,,"Français, anglais","Greater Paris Metropolitan Region, France",,,"J’accompagne les directions, métiers et DSI, dans leurs stratégies de transformations en facilitant l’adoption des nouvelles pratiques par les équipes.

Mon expérience en gestion de projet, avec une forte composante conduite du changement, m’a appris à privilégier les valeurs d’écoute et de persévérance, particulièrement en contexte complexes.

Je structure les projets autour des besoins et challenges de toutes les parties prenantes, en impliquant de façon transversale le management et les opérationnels.

Ensemble, nous construisons des plans de transformation sur les plans humains, culturel et organisationnels.
Je veille à l’atteinte de vos objectifs grâce à une évaluation continue de l’adoption des changements.

Secteurs d'intervention : #Paris #IledeFrance","Pilotage, Ateliers d’équipe, Présentation d’ateliers",Direction de projet et Conduite du changement,1
85,Senior,0.8,0.6,Higher Education,international_hub,experts,2,Law Practice,Higher Education,5001-10000,Educational Institution,"Arabic, English, Español, French",France,"91190, FR",2014.0,,"Legal Compliance, Litigation, Legal Research",Chargé d'enseignement - Droit de la cybersécurité,1
30,Entry,0.35,0.1,Unknown,international_hub,others,0,Retail,,,,"English, French, German","Paris, Île-de-France, France",,,"Passionné par l'impact après 10 ans dans l'entreprenariat, j'ai cofondé la première marque d'alternatives à la viande à base d'ingrédients 100% naturels. 
Avec Nudj on adresse l'un des plus gros problème de l'industrie agro-alimentaire : les ingrédients ultra-transformés.","Market Analysis, Market Research, French",Member of Hectar Accelerator S1,0
60,Mid,0.6,0.4,Education Administration,international_hub,others,2,Computer Software,Education Administration Programs,,Government Agency,"Anglais, Français","Greater Paris Metropolitan Region, France","Paris, FR",2014.0,"Bradley KANA | Apprentice in Software Architecture & Artificial Intelligence | Full Stack Development, Cloud & IT Project Management

Master’s student in Software Architecture and Information Systems Applications Management, pursuing a double degree in Data Science and Artificial Intelligence, I combine technical expertise with project management skills to design, develop, and optimize innovative solutions.

With successful experiences at BOZA (Station F), Commercial Bank, 7LABS, and within the Paris 2024 Olympic Games IT team, I have contributed to building web applications, automating processes, and managing IT infrastructures. My skill set spans a wide range of technologies: ReactJS, VueJS, Laravel, Azure, Docker, Cypress, Python, Java, and more.

I am committed to delivering projects that exceed expectations by combining performance, usability, and security—while fostering collaboration and continuous improvement. Passionate about generative AI and cloud environments, I make it a priority to learn continuously and share knowledge.

🚀 Goal: To leverage my technical versatility and results-oriented mindset to drive team success and support the digital transformation of organizations.","Gestion de projet, Linux, React.js",Développeur Full Stack,1
85,Senior,0.75,0.85,Venture Capital and Private Equity,international_hub,leaders,0,Design,Venture Capital and Private Equity Principals,11-50,Sole Proprietorship,,"Greater Paris Metropolitan Region, France","Paris, FR",2012.0,"✨ Deeptech and bio-inspired entrepreneur and designer, I believe in the power of entrepreneurship to draw the world we want to live in, and taking inspiration from nature to forge a path towards positive impact on climate change.

🪼 Over the past 10 years, I have been founding Glowee, pioneering in biological lighting to serve more sustainable cities. After this empowering entrepreneurial roller coaster🎢, I am now dedicating my energy and time to accelerate and co-found breath-taking bio-inspired ventures to amplify biomimicry's positive impact with Anima 🌏

🤝 As a pre-seed startup, project holder, scientist or corporate, please reach out to foster bio-inspired collaborations!","Adobe Illustrator, Interaction Design, User Experience",Partner,0
40,Mid,0.4,0.3,Environmental Services,international_hub,experts,0,Computer Software,,,,"Anglais, Espagnol, Français","Greater Paris Metropolitan Region, France",,,"CEO & Cofounder of Asteria.
Always looking for new ways to collaborate and to support biomimicry spreading.
PhD in engineering design applied to biomimetics.
Engineer in Life Sciences.","Microsoft Word, Stratégie, Sciences de la vie",Sociétaire du Ceebios à titre d'Expert,1
75,Mid,0.65,0.7,Technology - Software Development,international_hub,salespeople,2,Information Technology & Services,Software Development,51-200,Sole Proprietorship,"Arabic, English, French, Spanish","Paris, Île-de-France, France","Paris, FR",2017.0,"With over 8 years of professional experience, my core competencies lie in leading teams to develop cutting-edge AI solutions, particularly in natural language processing and data science.","Knowledge Engineering, Natural Language Processing (NLP), Computer Vision",VP AI & Data Factory,0
65,Entry,0.55,0.5,Technology - Software Development,other,workers,2,Computer Software,Software Development,11-50,Privately Held,,"Vitry-sur-Seine, Île-de-France, France","Paris, FR",,,"Gestion de projet, C (langage de programmation), Anglais",Customer Success Manager,0
30,Entry,0.3,0.2,Unknown,international_hub,others,0,Publishing,,,,,"Paris, Île-de-France, France",,,"Once upon a time in the world of words, I discovered my passion for writing, editing, and bringing stories to life. With a creative flair, I’ve transformed digital spaces into vibrant communities, managing content that captivates and connects.

My journey has taken me through management, tourism, the bustling realm of hospitality, and the urban housing market. Every twist and turn has enriched my storytelling toolkit, allowing me to craft engaging narratives that resonate with diverse audiences.

So, if you're looking for a strong writer and creative content manager who can sprinkle a little magic on your brand's voice, let’s connect! Together, we can turn ideas into captivating tales that leave a mark. ✨.","Online Marketing, Content Management, Communication",,1
80,Senior,0.7,0.75,Technology - Software Development,other,experts,2,Insurance,Software Development,501-1000,Partnership,"English, French, German, Italian, Spanish","Sartrouville, Île-de-France, France","Paris, FR",2013.0,,"Cross-functional Team Leadership, Analisi competitiva, JIRA",Product Manager,1
50,Entry,0.35,0.25,Retail,other,workers,0,Fine Art,Retail,2-10,Sole Proprietorship,"Allemand, Anglais, Français, Hindi, Portugais",France,"Paris, FR",2010.0,"Art + Old & New Technology 

Le Monde interview
https://www.lemonde.fr/series-d-ete/article/2023/08/18/hugo-du-plessix-maitre-d-uvre-version-3-0-des-expositions_6185780_3451060.html

Fisheye interview 
https://fisheyeimmersive.com/article/hugo-du-plessix-chaque-innovation-technologique-invoque-de-nouveaux-regimes-esthetiques/

TV5 Monde interview
https://youtu.be/8KMx7rybC2M?si=3P6CTlCWK2smvbKt

Centre Pompidou Magazine Article on History of Online Exhibition
https://www.centrepompidou.fr/fr/pompidou-plus/magazine/article/erreur-404-une-histoire-de-lexposition-artistique-en-ligne

Hugo du Plessix est chercheur en histoire de l'art et commissaire d'exposition avec un vif intérêt pour l'interaction entre l'art et la technologie. Son intérêt pour l'art contemporain l'a conduit à travailler pour les Rencontres d'Arles, la Fondation Louis Vuitton et dans l'atelier berlinois de l'artiste Tomas Saraceno. Après une formation en Sciences Politiques, Hugo poursuit des études en histoire de l'art à l'École Pratique des Hautes Études, se spécialisant dans les technologies anciennes et nouvelles à travers l'analyse de la collection d'art numérique de l'Espace Multimédia Gantner. En 2022 et 20223, Hugo du Plessix a assisté le département des Nouveaux Médias au Centre Pompidou sur des questions telles que l'acquisition de NFT et la recherche historique sur les expositions en ligne. Il collabore actuellement avec L'Avant Galerie Vossen, l'une des galeries les plus innovantes de Paris.","Relations publiques, Art, Planification d’évènements",Development,1
70,Mid,0.5,0.6,Business Consulting,international_hub,experts,1,Management Consulting,Business Consulting and Services,51-200,Privately Held,"Anglais, Espagnol, Français","Paris, Île-de-France, France","Paris, FR",2020.0,"Pappers Justice : Simplifiez toutes vos recherches juridiques ! 

Retrouvez toutes les décisions de justice, textes de loi et commentaires juridiques centralisés au sein d'une même plateforme.
Utilisez l’IA pour accélérez vos recherches et affiner votre analyse.
___ 

Intéressé par tous les sujets liés à la Legaltech, et plus généralement tout ce qui touche au Droit, notamment de la la Propriété Intellectuelle, et ses interactions avec la technologie. 
Au plaisir d'en discuter avec vous","Propriété intellectuelle, Legal Ops, Gestion de projet",Pappers Justice,1
50,Entry,0.6,0.3,Legal Services,other,others,0,Information Technology & Services,,,,"Anglais, Français",France,,,"Forte d'une expérience complémentaire en cabinet d'avocats et en agence de transformation digitale (ekino / BETC Fullsix, groupe Havas), j'ai fondé le cabinet LPL Avocat, un cabinet dédié à la propriété intellectuelle et aux nouvelles technologies. 

J'accompagne les startups, tout types d'entreprises ainsi que leurs directions juridiques en fournissant un support juridique et opérationnel autour des enjeux Tech, Data et Innovation :
- Négociation contractuelle
- Conformité RGPD & DPO externalisé
- Conformité IA (politique IA, validation des outils IA, sensibilisation sur les bonnes pratiques IA)
- Conseil juridique
- Gestion de projet et sécurisation
- Formation, podcast, Legal Design

Passionnée par les nouvelles technologies, j'aime privilégier une approche pragmatique et innovante.

Secteurs principaux : Tech, E-Commerce, Publicité, Santé, Industries Créatives, Média

Visiter mon site web → https://www.lpl-avocat.com/
Prendre contact avec moi → https://tally.so/r/3xAWxd","Droit de l’informatique, Négociation de contrat, Protection des données personnelles",Avocat - Fondatrice,0
75,Mid,0.8,0.7,International Affairs,other,experts,1,Higher Education,International Affairs,201-500,Nonprofit,"English, French, Indonesian, Italian, Portuguese, Spanish",France,"Paris, FR",,"Raphael Pouyé is a political analyst and policy expert in democratic innovations and digital governance. He teaches ""Open Government and Democratic Innovations in the Age of AI"" at Sciences Po (Paris), previously led strategic democracy support assignments at the French Development Agency and served as Country Director France for Democratic Society, focusing on public innovation and participatory climate governance. 

His previous role as Democracy and Innovation Expert with the European Commission included advising 35 EU Delegations and launching the first EU global civic tech contest.

He has over two decades of experience across 20 countries, including extensive work in electoral assistance and peacebuilding with the UN and EU in post-conflict environments. His expertise in digital governance and digital public infrastructures focuses on strengthening democratic practices through inclusive policy dialogue.","Elections, Democracy, Human Rights",Consultant - Artificial Intelligence and Democracy,1
70,Entry,0.5,0.2,Retail Apparel and Fashion,international_hub,workers,0,Higher Education,Retail Apparel and Fashion,2-10,Sole Proprietorship,"English, French, Gujarati, Hindi, Marathi, Spanish","Greater Paris Metropolitan Region, France",,2023.0,I am an enthusiastic and self-learning management consultant aspiring to pursue a career in International Business management and contribute to emerging corporates and gain new skillsets. I can contribute to the strong building of organization with my strong analytical skills and receptive to enhance my credentials.,"Microsoft Office, Microsoft Excel, Microsoft PowerPoint",Founder,0
50,Mid,0.55,0.6,Development Finance,international_hub,others,0,Management Consulting,,,,,"Greater Paris Metropolitan Region, France",,,"Notre MISSION : aider nos clients à prendre de bonnes décisions

Notre VALEUR AJOUTEE : une approche partenariale, sur-mesure, pouvant mobiliser 3 compétences :

► LE CONSEIL à chaque fois que nos clients recherchent un savoir faire externe en complément de leur expertise
► LE COACHING quand nos clients expriment le besoin de lever des blocages, d'élargir leur cadre de référence, de définir une vision et de passer à l'action
► LA FORMATION quand nos clients cherchent à développer les compétences comportementales de leurs collaborateurs, leur créativité et leur capacité à évoluer de manière transverse","portfolio management, financial statement analysis, Éthique des affaires",Consultant international,0
50,Mid,0.4,0.5,Blockchain Technology,international_hub,others,0,Think Tanks,,,,"English, French, German","Paris, Île-de-France, France",,,"Bruno Schneider Le Saout is deeply invested in the field of innovation systems supplychains and digitization, particularly focusing on decentralized innovation, AI agents, and smart contracts. He emphasizes the importance of tokenization and IP automation in fostering open innovation. His work often involves leveraging distributed ledger and blockchain technologies to create more efficient and transparent systems for managing intangible assets and intellectual property.

Schneider Le Saout's approach to innovation systems is holistic, integrating various aspects of technology and business development to drive forward-thinking solutions. His contributions to the European Blocktech Federation and other initiatives highlight his commitment to advancing the ecosystem of decentralized innovation.

It's clear that he sees innovation systems as a crucial element in the future of technology and business, aiming to create more collaborative and efficient environments for growth and development.

At the forefront of blockchain innovation, his focus at Aurigraph.io as a Strategic Advisor is on guiding strategy and expanding our technological frontier. The last years have seen him contribute to advancements like a GDPR-compliant, high-throughput blockchain platform and fostering strategic partnerships in Europe and Asia. Leveraging over decades of research and experiments in decentralized innovation and decentralized artificial intelligence, he specializes in open innovation, intangible asset finance tokenization, and IP automation.

As Chairman of the European BlockTech Federation, he advocates for the strategic integration of regulatory intelligence in the financial sector—a testament to his commitment to shaping resilient, decentralized marketplaces. His contributions reflect a steadfast drive to harmonize technology with regulation, ensuring a balanced progression towards a data-driven economy that prioritizes trust and collaboration.","Strategy, Entrepreneurship, Start-ups",co founder and Chairman Of The Board,1
80,Entry,0.65,0.25,Business Consulting and Services,other,experts,1,Management Consulting,Business Consulting and Services,2-10,Privately Held,"Anglais, Français","Montaigu, Pays de la Loire, France","Le Poiré sur Vie, FR",,"Achats, Sécurisation, Compétitivité, Innovation, International, Industrie.

Votre chaîne de valeur industrielle est notre domaine d’intervention.

Tierce partie, Bridging vous accompagne dans vos projets d’Achats Internationaux, de Sécurisation de vos approvisionnements et de recherche de solutions innovantes. 

Notre partenariat avec la société indienne 3D Engineering, nous permet d'intégrer une expertise solide en ingénierie des produits et process.

Grâce notre présence locale en Europe, avec des équipes en France proches de nos clients, et en Asie, à proximité de nos fournisseurs, nous bénéficions d’une portée internationale qui efface toutes les formes de distances et nous permet d’intervenir avec agilité et efficacité partout où vous le souhaitez .

Fluidité des échanges techniques, juste nécessaire, résultats mesurables.","Service client, Sales Management, Sourcing support",Responsable Sales & Marketing,0
30,Entry,0.35,0.1,Unknown,other,others,0,,,,,,"Rennes, Brittany, France",,,,,,0
85,Executive,0.7,0.85,Venture Capital and Private Equity,international_hub,leaders,0,Venture Capital & Private Equity,Venture Capital and Private Equity Principals,11-50,Privately Held,,"Paris, Île-de-France, France","Paris, FR",2018.0,,"Private Equity, Financial Modeling, M&A experience",Partner,1
70,Mid,0.6,0.5,Entertainment,international_hub,others,2,Computer Software,Entertainment Providers,51-200,Privately Held,,"Paris, Île-de-France, France","Paris, FR",2020.0,,"Operations Management, Team Coordination, Customer Satisfaction",Product Manager,0
75,Entry,0.5,0.3,Software Development,other,workers,0,Design,Software Development,2-10,Sole Proprietorship,,"Poitiers, Nouvelle-Aquitaine, France","Chauvigny, FR",2022.0,"➖Vous dirigez une entreprise B2B et vous voulez un site web ENFIN à la hauteur de votre croissance ?

➖ Un site scalable, performant et optimisé pour la conversion, conçu pour évoluer avec votre business.

En tant que Founder & CEO de Norry, j’ai une mission claire : aider les entreprises B2B à transformer leur site en véritable moteur de croissance.
Grâce à une approche qui allie Webflow, IA, tracking et optimisation UX, nous créons des sites rapides, engageants et conçus pour convertir.

〰️ Comment tout a commencé

Après 12 ans dans le digital en agence et une carrière de Directrice Artistique Digital Senior, j’ai quitté un environnement toxique pour bâtir un modèle basé sur l’innovation, l’efficacité et la transparence.
Aujourd’hui, Norry accompagne les entreprises B2B qui veulent un site aligné avec leur service, leur audience et leur ambition.

〰️ Ce que nous proposons :

- Création de sites Webflow conçus pour scaler et convertir.

- Design et UX basés sur la data, pour maximiser l’engagement.

- Optimisation continue avec l’IA et le tracking, pour des performances durables.

Votre site est-il un atout ou un frein pour votre croissance ?

Je partage ici mes conseils sur l’UX, la conversion et l’innovation web.

📩 Envoyez-moi un message pour en discuter !

💥Découvrez notre agence ici : https://www.agencenorry.com/","Entrepreneuriat, Design d’interface utilisateur, Expérience utilisateur (UX)",Cofondatrice,1
20,Entry,0.3,0.2,Unknown,other,others,0,Public Relations & Communications,,,,"Allemand, Anglais, Chinois, Espagnol, Français",France,,,"🌟 Director of Communications | Expert in International Strategies & Business Transformation 🌟

With dual expertise in both agency and in-house roles, I help companies, from start-ups to mid-size businesses, turn bold visions into tangible success. Specializing in the Tech, AI, and SaaS sectors, I design innovative strategies that drive visibility, growth, and market impact.

🎯 My Strengths
🔹 Global Strategy & Internationalization: Crafting and implementing communication plans across multiple regions.
🔹 Leadership & Transformation: Storytelling, crisis management, and guiding companies through hypergrowth phases.
🔹 Digital & Innovation: Showcasing disruptive technologies and creating engaging digital strategies.
🔹 Multicultural Management: Leading international teams and managing complex global projects.

Key Achievements
Workday: Joined when the company was still unknown in France and Europe. Played a pivotal role in building its reputation, establishing it as a leading brand alongside Oracle and SAP, with a 30% year-over-year increase in media coverage.
Hypergrowth: Accelerated the transformation of fast-growing companies through targeted and impactful strategies.

🌍 Shaping Tomorrow
I am currently enhancing my expertise with a certification in sustainable management at Mines Paris (PSL) to better support companies in addressing societal and environmental challenges.

📩 Ready to Transform Your Communications?
Let’s discuss your ambitions: mbrahiti@yahoo.fr","Adaptabilité, Recrutement, Minutieux",,1
65,Mid,0.65,0.7,Motor Vehicle Manufacturing,international_hub,leaders,0,Automotive,Motor Vehicle Manufacturing,,Public Company,Anglais,"Les-Loges-en-Josas, Île-de-France, France","Amsterdam, NL",,"I present myself as an executive in the automotive industry, with more than 40 years of experience in 10 different positions.
I am very multipurpose with an English professional level.
Several international experiences “China India  Europe and Brasil”
Very committed, passionated and very pragmatic.","Management, Gestion de projet, Gestion d'équipe",CDP,0
80,Entry,0.55,0.25,Professional Training and Coaching,international_hub,experts,1,Professional Training & Coaching,Professional Training and Coaching,2-10,Privately Held,"Allemand, Anglais","Paris, Île-de-France, France","Paris, FR",2019.0,"Passionné d’éducation et par la révolution Tech, j’ai créé Skilmi, une plateforme de partage d'expertises pour rendre les entreprises apprenantes.

Compétences augmentées, AI-first, digital factories, ...les transformations des compétences et des métiers face aux mutations digitales conditionnent nos succès présents et à venir. 

Fort de mon expérience au Ministère de l'Économie et au FMI, j'accompagne une vision stratégique qui valorise l'expertise collective pour stimuler l'innovation et la croissance.

Vous voulez innover et mettre à niveau vos équipes ? Développer leurs compétences digitales? Relever les défis liés à la transformation des métiers? Parlons-nous, je serai ravi d’échanger !","Transformation RH, Formation et développement, Réflexion stratégique",CEO - Fondateur,0
90,Senior,0.8,0.75,Motor Vehicle Manufacturing,international_hub,leaders,0,Retail,Motor Vehicle Manufacturing,1001-5000,Privately Held,"English, Español (Spanish), Français (French), 汉语 (Mandarin)","Paris, Île-de-France, France",,2017.0,,"Management de projets, Marketing opérationnel, Génération de leads",Marketing Manager,0
95,Senior,0.85,0.8,Software Development,international_hub,workers,2,Renewables & Environment,Software Development,5001-10000,Public Company,"Allemand, Anglais, Français","Paris, Île-de-France, France","San Francisco, US",2007.0,,"Stratégie, Event Management, Stratégie marketing","Market Lead France, Airbnb Experiences",0
70,Entry,0.5,0.3,Software Development,international_hub,workers,0,Computer Software,Software Development,2-10,Privately Held,"Español, Francés, Inglés","Paris, Île-de-France, France",,2021.0,"I am a brand strategist and creative director with over 15 years of experience working across various sectors, from tech startups to established companies. I specialize in crafting meaningful narratives and standout identities to build and grow brands.

At Aleph Studios, I shape creative strategies that drive growth, helping ventures scale through effective marketing. With expertise in brand strategy, content creation, and digital advertising, I blend creativity with strategy to develop campaigns and brand experiences that resonate with audiences and leave a lasting impact.","Marketing digital, Publicidad en Internet, Marketing",CMO @ Aleph Studios,0
30,Entry,0.3,0.3,Unknown,international_hub,others,0,Computer Software,,,,,"Paris, Île-de-France, France",,,"I develop innovative solutions with creative industries, technology sectors and social & environmental impact initiatives.

From concept to funding from public institutions (BPI, CNC, Caisse des Dépôts, European Commission, international organizations) and private sector (philanthropic foundations, funds).

Key areas over the past 7 years: AI & artistic co-creation, urban mining metallics modeling, breakthrough technologies in circular economy and energy, climate adaptation and international cultural cooperation.","Gestion de projet, Anglais, Microsoft Office",,1
80,Mid,0.8,0.7,Software Development,other,leaders,2,Information Technology & Services,Software Development,1001-5000,Government Agency,"English, French","Nanterre, Île-de-France, France","Saint-Denis, FR",,"I'm a seasoned Strategic & Product Marketing  executive with international experience.
I am highly motivated to combine my passion for driving innovation and embracing disruptive concepts with my well-honed professional skills.
My objective is to assist tech ventures in identifying their unique advantages, shaping their value propositions, and successfully launching their products and services

ADDED VALUE
° Define, advocate and deliver profitable, customer oriented, value propositions, based on data analytics and experience in competitive, fast moving environments.
° Implement and deploy a multi-channel customer experience (Acquisition and Loyalty)
° Manage and optimise Business Lines
° Proven ability to turn technical lingo & features lists into actionable insights and profitable offers
° Team player and collaborative mindset","Customer Marketing, Telecommunications, Marketing Strategy",Consultante Senior stratégie tarifaire et marketing,0
85,Senior,0.85,0.75,Software Development,international_hub,leaders,2,Computer Software,Software Development,1001-5000,Public Company,,"Greater Paris Metropolitan Region, France","Denver, US",,,"International Law, Corporate Law, Mergers & Acquisitions",Business Development,0
70,Mid,0.6,0.65,Banking,other,leaders,1,Information Technology & Services,Banking,,Privately Held,"Anglais, Espagnol","Montreuil, Île-de-France, France","Paris, FR",,"Actuellement Consultant IT Risk chez Blue Soft, je suis passionné par la cybersécurité, les systèmes d'information et la gouvernance. Fort de mes connaissances approfondies dans ces domaines, ainsi que de mes compétences techniques et analytiques, je relève avec enthousiasme les défis stimulants du monde professionnel. Mon parcours académique m'a doté d'une solide base théorique que j'applique dans un environnement professionnel dynamique. Je suis dédié à contribuer activement à la sécurité et à l'efficacité des systèmes d'information. N'hésitez pas à me contacter pour discuter de collaborations potentielles.","Gouvernance, qualité et sécurité des données, Protection des données & conformité, Gestion de projet et coordination transverse",LDMO (Local Data Manager Officer),0
60,Entry,0.5,0.4,Higher Education,international_hub,others,1,Computer Software,Higher Education,11-50,Educational Institution,English (830 au TOEIC),"Paris, Île-de-France, France","Colombes, FR",2022.0,,"Établir des relations, Marketing, Développement commercial",Mentor,0
